Level1,Level2,Level3,Level4,Citations,Papers,Paper_ID,Top_Words1,Top_Topic1,KCluster
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Modeling homophily and stochastic equivalence in symmetric relational data,Random function priors for exchangeable arrays with applications to graphs and relational data,1,1,3294,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Modeling homophily and stochastic equivalence in symmetric relational data,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation,1,1,3294,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Modeling homophily and stochastic equivalence in symmetric relational data,Reducing the Rank in Relational Factorization Models by Including Observable Patterns,1,1,3294,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Modeling homophily and stochastic equivalence in symmetric relational data,Bayesian latent structure discovery from multi-neuron recordings,1,1,3294,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",A concave regularization technique for sparse mixture models,On Algorithms for Sparse Multi-factor NMF,1,1,4430,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",A concave regularization technique for sparse mixture models,On Algorithms for Sparse Multi-factor NMF,1,1,4430,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2005-2008,"response, model, document, topic, slda, topics, variational, lda, log, distribution",Supervised Topic Models,Latent Support Measure Machines for Bag-of-Words Data Classification,1,1,3328,"response', u'model', u'document', u'topic', u'slda', u'topics', u'variational', u'lda', u'log', u'distribution']",[1],4
2008-2011,"image, images, object, visual, concept, content, objects, class, set, face",Neural Implementation of Hierarchical Bayesian Inference by Importance Sampling,Rational inference of relative preferences,1,1,3782,"image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Sampling Techniques for Kernel Methods,Hierarchical Eigensolver for Transition Matrices in Spectral Methods,1,1,2072,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Sampling Techniques for Kernel Methods,QUIC-SVD: Fast SVD Using Cosine Trees,1,1,2072,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Online Learning of Non-stationary Sequences,Nearly Tight Bounds for the Continuum-Armed Bandit Problem,1,1,2440,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1990-1993,"network, learning, time, unit, output, pattern, information, units, temporal, patterns",Diffusion Approximations for the Constant Learning Rate Backpropagation Algorithm and Resistence to Local Minima,Asymptotics of Gradient-based Neural Network Training Algorithms,1,1,650,"network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
2011-2014,"data, model, neurons, neural, models, linear, matrix, activity, time, parameters",Robust learning of low-dimensional dynamics from large neural ensembles,Clustered factor analysis of multineuronal spike data,1,1,4995,"data', u'model', u'neurons', u'neural', u'models', u'linear', u'matrix', u'activity', u'time', u'parameters']",[6],1
1993-1996,"learning, curves, bound, bounds, error, formalism, estimate, lii, ihli, line",Examples of learning curves from a modified VC-formalism,MLP Can Provably Generalize Much Better than VC-bounds Indicate,1,1,1086,"learning', u'curves', u'bound', u'bounds', u'error', u'formalism', u'estimate', u'lii', u'ihli', u'line']",[7],0
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Algorithm selection by rational metareasoning as a model of human strategy selection,Human Decision-Making under Limited Time,1,1,5552,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Algorithm selection by rational metareasoning as a model of human strategy selection,Human Decision-Making under Limited Time,1,1,5552,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2011-2014,"rank, low, conditional, model, estimates, likelihood, gaussian, data, posterior, using",Bayesian inference for low rank spatiotemporal neural receptive fields,On Prior Distributions and Approximate Inference for Structured Variables,1,1,4992,"rank', u'low', u'conditional', u'model', u'estimates', u'likelihood', u'gaussian', u'data', u'posterior', u'using']",[9],4
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Conditional mean field,Sequential Monte Carlo for Graphical Models,1,1,3118,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Progressive mixture rules are deviation suboptimal,Greedy Model Averaging,1,1,3303,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Laplacian Eigenmaps and Spectral Techniques for Embedding and Clustering,Locality Preserving Projections,1,1,1961,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",One-shot learning by inverting a compositional causal process,Unsupervised Learning by Program Synthesis,1,1,5128,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",One-shot learning by inverting a compositional causal process,Softstar: Heuristic-Guided Probabilistic Inference,1,1,5128,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",One-shot learning by inverting a compositional causal process,Ladder Variational Autoencoders,1,1,5128,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"copula, variational, mean, inference, field, latent, copulas, parameters, model, variables",Copula variational inference,Stein Variational Gradient Descent: A General Purpose Bayesian Inference Algorithm,1,1,5669,"copula', u'variational', u'mean', u'inference', u'field', u'latent', u'copulas', u'parameters', u'model', u'variables']",[8],7
2014-2017,"copula, variational, mean, inference, field, latent, copulas, parameters, model, variables",Copula variational inference,Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages,1,1,5669,"copula', u'variational', u'mean', u'inference', u'field', u'latent', u'copulas', u'parameters', u'model', u'variables']",[8],7
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Large Margin Multi-Task Metric Learning,Similarity Component Analysis,1,1,3935,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Sequence to Sequence Learning with Neural Networks,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",1,1,5346,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Sequence to Sequence Learning with Neural Networks,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",1,1,5346,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Learning Stochastic Inverses,Just-In-Time Learning for Fast and Flexible Inference,1,1,4966,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",How SVMs can estimate quantiles and the median,Sparsity of SVMs that use the epsilon-insensitive loss,1,1,3180,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
