Level1,Level2,Level3,Level4,Total,Paper_ID,Top_Words1,Top_Topic1
2011-2014,8,Demixing odors - fast inference in olfaction,Fast Sampling-Based Inference in Balanced Neuronal Networks,12.475,4876,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,9,Efficient Match Kernel between Sets of Features for Visual Recognition,Kernel Descriptors for Visual Recognition,0.208,3874,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,9,Efficient Match Kernel between Sets of Features for Visual Recognition,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms,1.679,3874,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2014-2017,10,Optimal Tagging with Markov Chain Optimization,The Power of Optimization from Samples,19.577,6041,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2011-2014,11,Multivariate f-divergence Estimation With Confidence,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations",0.06,5490,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,12,Multivariate f-divergence Estimation With Confidence,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations",104.4,5490,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2005-2008,13,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,Convex Multiple-Instance Learning by Estimating Likelihood Ratio,413.3,3193,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,0,Supervised Clustering,Orbit Regularization,40.3,4115,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Supervised Clustering,Expectation-Maximization for Learning Determinantal Point Processes,17.1,4115,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1993-1996,1,Separating Style and Content,Using matrices to model symbolic relationship,7.541,1290,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1993-1996,1,Separating Style and Content,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach,3.39,1290,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1996-1999,2,Separating Style and Content,Using matrices to model symbolic relationship,28.709,1290,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,2,Separating Style and Content,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach,0.648,1290,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1999-2002,3,Learning Attractor Landscapes for Learning Motor Primitives,Probabilistic Movement Primitives,0.063,2140,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,3,Learning Attractor Landscapes for Learning Motor Primitives,Model-Based Relative Entropy Stochastic Search,0.124,2140,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,4,Learning Attractor Landscapes for Learning Motor Primitives,Probabilistic Movement Primitives,0.361,2140,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2002-2005,4,Learning Attractor Landscapes for Learning Motor Primitives,Model-Based Relative Entropy Stochastic Search,1.554,2140,"data, model, distance, latent, kernel, model, data, means, learning, training",7
1999-2002,5,Motivated Reinforcement Learning,Reward Design via Online Gradient Ascent,0.444,2048,"data, set, one, training, model, problem, function, figure, two, linear",5
2005-2008,6,Clustering appearance and shape by learning jigsaws,Nonparametric Bayesian Texture Learning and Synthesis,0.234,3054,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,6,Clustering appearance and shape by learning jigsaws,Learned Region Sparsity and Diversity Also Predicts Visual Attention,24.105,3054,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,7,Towards a general independent subspace analysis,A Kernel Statistical Test of Independence,13.553,3004,"model, data, learning, models, figure, two, image, distribution, images, one",4
1993-1996,8,Learning from Demonstration,Probabilistic Movement Primitives,1.041,1224,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1996-1999,9,Learning from Demonstration,Probabilistic Movement Primitives,0.29,1224,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
2005-2008,10,Learning and using relational theories,Abstraction and Relational learning,0.335,3332,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,10,Learning and using relational theories,Quantification and the language of thought,0.244,3332,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,11,Statistical Analysis of Semi-Supervised Regression,Statistical Analysis of Semi-Supervised Learning: The Limit of Infinite Unlabelled Data,24,3376,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,12,Collapsed Variational Inference for HDP,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,206,3342,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,12,Collapsed Variational Inference for HDP,Analysis of Brain States from Multi-Region LFP Time-Series,4,3342,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,13,Crowdclustering,Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning,22.4,4187,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,Crowdclustering,Crowdsourced Clustering: Querying Edges vs Triangles,0.3,4187,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,0,Crowdclustering,Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning,6,4187,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Crowdclustering,Crowdsourced Clustering: Querying Edges vs Triangles,6.47,4187,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,1,Training Neural Networks with Deficient Data,Combining Estimators Using Non-Constant Weighting Functions,5.864,808,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1990-1993,1,Training Neural Networks with Deficient Data,Efficient Methods for Dealing with Missing Data in Supervised Learning,0.88,808,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1993-1996,2,Training Neural Networks with Deficient Data,Combining Estimators Using Non-Constant Weighting Functions,0.15,808,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1993-1996,2,Training Neural Networks with Deficient Data,Efficient Methods for Dealing with Missing Data in Supervised Learning,0.296,808,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
2008-2011,3,Learning Non-Linear Combinations of Kernels,Learning Kernels with Radiuses of Minimum Enclosing Balls,0.254,3692,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,4,Rates of convergence for the cluster tree,Cluster Trees on Manifolds,0,4068,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,4,Rates of convergence for the cluster tree,"Graphons, mergeons, and so on!",0,4068,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,4,Rates of convergence for the cluster tree,Statistical Inference for Cluster Trees,0,4068,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1993-1996,5,Hidden Markov Decision Trees,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,0.074,1264,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1996-1999,6,Hidden Markov Decision Trees,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,0.476,1264,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
2008-2011,7,Efficient Large-Scale Distributed Training of Conditional Maximum Entropy Models,Communication-Efficient Algorithms for Statistical Optimization,0.452,3881,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1993-1996,8,Gaussian Processes for Regression,Regression with Input-dependent Noise: A Gaussian Process Treatment,0.409,1048,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
